Disease Name,Symptoms
Pertussis (Whooping Cough),"On average, symptoms begin about 7 to 10 days after the pertussis bacteria enter your body. Initial symptoms usually resemble the common cold. Other symptoms may include:
Infants under 6 months of age, adolescents and adults may have a cough that lasts many weeks without the characteristic whooping sound. If you have a cough that lasts more than a week without improvement, contact your doctor.
"
Phenylketonuria (PKU),
Phimosis and Paraphimosis,
Phobia,
Pink eye (Conjunctivitis),
Pituitary Tumors,
Pityriasis Rosea,"The main symptoms of pityriasis rosea are the appearance of the herald patch followed by a more diffuse rash of smaller patches. The patches tend to be oval, scaly, and dry to the touch. They may be pink, red or brown and generally appear on the abdomen, back, neck, arms and legs. Only rarely do the patches appear on the face.
Usually there are no other symptoms. However, some people experience itching that can be intense.
"
Plantar Fasciitis,"Symptoms of plantar fasciitis can occur suddenly or gradually. When they occur suddenly, there is usually intense heel pain on taking the first morning steps, known as first-step pain. This heel pain will often subside as you begin to walk around, but it may return in the late afternoon or evening. When symptoms occur gradually, a more long-lasting form of heel pain will cause you to shorten your stride while running or walking. You also may shift your weight toward the front of the foot, away from the heel.
"
Pleurisy And Pleural Effusion,"Pleurisy typically causes a sharp chest pain (pleuritic chest pain) that worsens with breathing in or coughing. The pain may start and remain in one specific area of the chest wall, or it may spread to the shoulder or back. To ease chest pain from pleurisy, a person with pleurisy often lies on the affected side as a way of limiting movement of the chest wall. In rare cases, the chest pain of pleurisy is a fairly constant, dull ache.
Depending on the specific cause of pleurisy, other symptoms may be present. For example, a person with pneumonia may have a high fever, shortness of breath and a cough that produces thick, yellow or dark sputum (mucus). A pulmonary embolus may be associated with shortness of breath, a low-grade fever and a cough that brings up small amounts of blood. A person with lung cancer may have unexplained weight loss and cough.
"
Pneumoconiosis,"Pneumoconiosis sometimes does not cause any symptoms. When symptoms develop, they can include:
If pneumoconiosis causes severe lung fibrosis, breathing can become extremely difficult. When this happens, the patient's lips and fingernails may have a bluish tinge. In very advanced disease, there also may be signs of leg swelling caused by too much strain on the heart.
"
Pneumonia,
Pneumothorax,"Symptoms of a collapsed lung include:
"
Polyarteritis Nodosa,"In most people, polyarteritis nodosa develops gradually over weeks to months. The first symptoms include fever, weight loss, weakness, a generally sick feeling (called malaise), muscle aches, headaches or abdominal pain. These complaints are called nonspecific, because many illnesses and diseases produce the same symptoms. Eventually, these symptoms are followed by specific signs of arterial damage to one or more organs. Depending on the location and severity of the damage, any of the following symptoms can occur:
Because polyarteritis nodosa can cause such a wide variety of symptoms, no two people experience it in exactly the same way.  And it can be difficult to diagnose quickly.
"
Polychondritis,
Polycystic Kidney Disease,
Polycystic Ovary Syndrome,"Polycystic ovary syndrome usually does not cause symptoms before mid-puberty, when the ovaries begin to produce hormones in significant amounts. Women then can have some or all of the following symptoms:
"
Polymyalgia Rheumatica,"Symptoms of polymyalgia rheumatica tend to start suddenly and may include:
The pain and stiffness tends to be worse in the morning.
"
Post-Polio Syndrome,"Major symptoms include muscle weakness, pain, fatigue and, in some cases, wasting (atrophy) of the muscles that were involved during the polio infection, typically the legs. Additional problems can include intolerance to heat or cold, and difficulty swallowing, talking, breathing or sleeping. The syndrome also can cause abnormal muscle contractions, such as quivering or spasms, in small segments of a muscle. Worsening disability may cause social and psychological problems.
"
Post-Traumatic Stress Disorder,
Posterior Cruciate Ligament (PCL) Injuries,
Postpartum Depression,
Pre-Diabetes,"Pre-diabetes is often called a ""silent"" condition because it usually has no symptoms. You can have pre-diabetes for several years without knowing it. Certain risk factors increase the chance that you have pre-diabetes. These risk factors include:
If you have one or more of these risk factors, your doctor may recommend a blood sugar test. An abnormal result is likely to be the first sign that you have pre-diabetes.
"
Preeclampsia And Eclampsia,"A woman with mild preeclampsia may not notice any symptoms, or she may have only mild swelling of the hands or feet. However, most pregnant women have some degree of swelling of the feet. So not all swelling indicates preeclampsia.
Symptoms of severe preeclampsia can include
When preeclampsia is severe it may progress to cause seizures. Most often they are generalized seizures, causing a woman to lose consciousness and have jerking movements of the arms and legs. She also may lose control of her bladder or bowels.
Severe preeclampsia also increases a woman's risk of stroke during pregnancy. This risk persists even after delivery but can be minimized by good blood pressure control.
"
Premature Ejaculation,"The key symptoms of premature ejaculation include:
"
Premenstrual Syndrome (PMS),
Presbyopia,"Presbyopia causes the following symptoms:
"
Priapism,"Symptoms of priapism include:
A painful erection that lasts longer than to four to six hours and is not relieved by orgasm
A partial erection that lasts longer than several days, even if it is not painful
"
Prostate Cancer,"In its early stages, prostate cancer rarely causes symptoms. In fact, most men diagnosed with prostate cancer have no symptoms. Doctors suspect prostate cancer if a blood test shows high levels of prostate-specific antigen (PSA). However, if the cancer spreads to the bladder or presses on the urethra, the tube that carries urine out of the body, it can cause:
If prostate cancer spreads to the lymph nodes, bones, or other organs, it can cause
"
Pseudogout (CPPD),
Psoriasis,"Psoriasis causes skin scaling and inflammation. It may or may not cause itching. There are several types of psoriasis:
About half of people with skin symptoms of psoriasis also have abnormal fingernails. Their nails are often thick and have small indentations, called pitting.
A type of arthritis called psoriatic arthritis affects some people with psoriasis. Psoriatic arthritis may occur before skin changes appear and is more likely to develop in people with nail pitting.
"
Psoriatic Arthritis,"Symptoms include:
Psoriatic arthritis can affect other parts of the body. For example, fatigue and anemia are common in people with active psoriatic arthritis. Frequently, the arthritis is accompanied by inflammation of tendons and the spots where tendons attach to bones, such as in the heel or fingers.
"
Pubic Lice Or Crab Lice,"Crab lice usually cause intense itching, due mainly to an allergic reaction to the saliva of the louse. There also may be tiny red or blue marks where the insect has been biting, and the eggs, or nits, may be seen attached to the pubic hair close to the skin. Sometimes, more severe reactions occur, such as the development of pustules or intense skin reactions where the insects have been feeding. Scratching the area may cause skin infection. Crab lice, themselves, do not transmit infections.
"
Pyelonephritis,
Rash,"Although rash is easily recognized, all rashes are not the same. Rashes vary in their appearance, timing, location or distribution, and duration. In general, rashes can be described as:
Additional signs and symptoms that sometimes accompany rashes include:
"
Raynaud's Phenomenon,
Reactive Arthritis,"Symptoms usually appear within a few weeks after someone has had chlamydia or a diarrheal infection. Most people feel a little tired and have a slight fever, although a few have high fever, significant fatigue and weight loss. Other early symptoms include muscle aches, joint stiffness, and low back pain radiating into the buttocks or thighs. Back discomfort usually gets worse when you sit or lie still and gets better when you move around. Arthritis begins abruptly and usually affects one or several joints, especially the knees, ankles, feet or wrists. People often have pain at the back of an ankle or tenderness on the bottom of a heel (from inflammation at the spot where a tendon attaches to a bone).
Symptoms vary depending on what other areas of the body are inflamed:
Other symptoms are rarer, including inflammation of the prostate (prostatitis), bladder (cystitis) or heart lining (pericarditis) and leaking of the aortic valve.
"
Rectocele,"A small rectocele may not cause any symptoms, especially if it bulges less than 2 centimeters (less than 1 inch) into the vagina. However, larger rectoceles can trigger a variety of rectal and vaginal complaints, including
In some cases, the patient must use a technique called manual evacuation or digitation to help empty the rectum. In this technique, the patient presses on the rectocele with her fingers while defecating to help the stool to pass.
"
Respiratory Syncytial Virus,
Restless Legs Syndrome,"Restless legs syndrome causes a wide range of uncomfortable leg sensations, which may be described as any of the following: tingling, prickly, wormy, boring, crawling, pulling, drawing, and sometimes pain. Although the muscles of the lower legs are affected most often, restless legs syndrome occasionally can cause symptoms in the arms as well. The discomfort of restless legs syndrome is almost always accompanied by an irresistible need to move the legs. Leg movement, such as walking, stretching and deep knee bends, seems to bring temporary relief. A leg massage or a warm bath also may help.
In addition to leg discomfort, restless legs syndrome also can cause periodic jerking leg movements during sleep. These involuntary leg movements often disturb both the patient and the patient's bed partner. Also, because symptoms of restless legs syndrome tend to be worse at bedtime, people with restless legs syndrome may find it hard to fall asleep and to stay asleep. This can cause insomnia and severe daytime drowsiness that may interfere significantly with work, school and social life.
"
Retinal Vessel Occlusion,"The usual symptom of retinal artery occlusion is a sudden, painless, persistent, substantial loss of vision in one eye. In about 10% of those affected, this loss of vision is preceded by one or more episodes of a condition called amaurosis fugax. Amaurosis fugax is a temporary episode of decreased vision, usually lasting no more than 10 to 15 minutes, that is sometimes described as ""closing a curtain"" on one eye.
Although retinal vein occlusion also causes painless loss of vision, this vision loss sometimes develops gradually over several days or weeks rather than suddenly. Also, depending on the extent of retinal damage, some people have only minimal blurring of vision, while others have more substantial vision loss.
"
Retinoblastoma,
Retinopathy,"Retinopathy of prematurity — There are no outward physical signs. Only an experienced ophthalmologist can find signs of this illness.
Diabetic retinopathy— Symptoms may not be noticed until the late stages of the illness. Symptoms can include:
Hypertensive retinopathy— There are often no symptoms. Some people complain of blurred vision.
Central serous retinopathy— Symptoms include:
"
Retrobulbar Neuritis,
Retrograde Ejaculation,"Normally, a healthy adult male ejaculates one-half to one teaspoonful of semen during orgasm, but the amount varies widely. In men with retrograde ejaculation, the amount of semen is decreased dramatically or there is a dry climax (orgasm without semen).
"
Reye Syndrome,"Symptoms can include
In infants, the symptoms of Reye syndrome may not follow this typical pattern. For example, infants with Reye syndrome do not always vomit.
"
Rhabdomyosarcoma,
Rheumatoid Arthritis,"Symptoms include:
Other symptoms depend on whether other parts of the body are involved. For example, for those with lung involvement, shortness of breath is common.
"
Ringworm (Tinea),
Rocky Mountain Spotted Fever,"Typically, symptoms begin 2 to 14 days after a tick bite, with an average of 1 week. During the first 3 days of symptoms, an infected person usually has a fever of more than 102 degrees Fahrenheit and a severe headache. Muscle aches, nausea and vomiting are common. Between the 3rd and 5th day of fever, most people develop a rash, which usually begins on the wrists and ankles, then spreads to the arms, legs and trunk. In about two-thirds of patients, the rash also involves the palms of the hands and the soles of the feet. On day 6 or later, the areas of rash may show tiny broken blood vessels and small hemorrhages under the skin.
Other symptoms of Rocky Mountain spotted fever include:
"
Rosacea,
Rotator Cuff Injury,"Rotator cuff injuries cause pain in your shoulder and upper arm. The pain may be most noticeable when you reach up or out. When you turn your arm as you lift it, the tendons are more likely to rub against surrounding structures. For this reason your shoulder symptoms may be worst when you try to comb your hair or slip your arm into a sleeve. You also may have dull, aching shoulder pain at night.
Rotator cuff tears that affect a significant portion of the tendon cause weakness of the shoulder, limiting your ability to hold your arm out to one side or to lift an object. Difficulty using the shoulder because of pain does not always mean that there is a tear. Rotator cuff injuries cause pain in your shoulder and upper arm. The pain may be most noticeable when you reach up or out. When you turn your arm as you lift it, the tendons are more likely to rub against surrounding structures. For this reason your shoulder symptoms may be worst when you try to comb your hair or slip your arm into a sleeve. You also may have dull, aching shoulder pain at night.
Rotator cuff tears that affect a significant portion of the tendon cause weakness of the shoulder, limiting your ability to hold your arm out to one side or to lift an object. Difficulty using the shoulder because of pain does not always mean that there is a tear.
"
Salivary Gland Disorders,"Symptoms vary, depending on the specific type of salivary gland disorder:
These symptoms are followed by swelling in the parotid glands, usually on both sides of the face. It may difficult to fully open the mouth.
"
Sarcoidosis,
Scarlet Fever,"Scarlet fever usually is triggered by a strep throat infection, which causes the following symptoms:
Within 12 to 48 hours after these symptoms appear, the typical scarlet fever rash begins.
The scarlet fever rash is as bright red as sunburn, and it often has a fine texture like sandpaper (andquot;sandpaper rash"") or gooseflesh (goosebumps). It usually starts in the underarm area, groin and neck, then spreads to the trunk, back, arms and legs. Other symptoms of scarlet fever include:
Occasionally, scarlet fever follows a streptococcal skin infection, such as an infection of burns or wounds, or impetigo. When this happens, the rash and related skin symptoms appear, but there are no symptoms related to strep throat.
"
Schizophrenia,
Schizotypal Personality Disorder,
Sciatica,
Scleritis,
Scleroderma,
Scoliosis,"Normally, when you look at a person's spine from the front or back, it appears straight. When a person has scoliosis, the spine typically curves out to one side and then back again, or, more commonly, has two bowed-out areas that balance each other, resembling an S shape. Other signs can include
Most people with scoliosis are not bothered by it other than abnormal posture and cosmetic concerns. If scoliosis is severe and untreated, it can cause additional problems, including:
"
"Screening for Birth Defects in Early Pregnancy (Combined Test, Integrated Test, and Quadruple Test)",
Sebaceous Cysts,
Seborrheic Dermatitis,"In infants, seborrheic dermatitis appears as a scaly redness that usually is not itchy or uncomfortable. In some babies, it affects only the scalp (cradle cap), but in others, it also involves the neck creases, armpits or groin.
In adults and adolescents, seborrheic dermatitis may affect only the scalp, appearing as either patchy or diffuse areas of redness and flaking. Other skin areas commonly affected include the eyebrows, eyelids, forehead, nose creases, outer ear, chest, underarms, or groin. Although some adults and adolescents feel an itchy or burning irritation in areas of seborrheic dermatitis, others don't have any discomfort. In some people, seborrheic dermatitis flare-ups are triggered by stress.
"
Seborrheic Keratoses,"Seborrheic keratoses look like crusty growths on the skin that typically start out tan or brown but can darken over time. They tend to have a greasy appearance and look as though they were glued onto the skin, as opposed to growing from it. They may be tiny, or larger than 3 inches across. They rarely itch.
"
Secondary Hypertension,"New guidelines define high blood pressure as persistent readings of 130/80 mm Hg. However, people with secondary hypertension will be diagnosed when they have readings of at least 14/90 mm Hg. Most often doctors start to consider secondary hypertension when blood pressure is not controlled with two or three different medications or if the person has symptoms related to the underlying condition.
For example, a tumor of the adrenal gland called a pheochromocytoma can cause sweating, palpitations, severe anxiety and weight loss. In Cushing's syndrome, there may be weight gain, weakness, abnormal growth of body hair and loss of menstrual periods in women, and the appearance of purple ""stretch marks"" on the abdomen (abdominal striae). Hyperparathyroidism with elevated calcium levels can cause fatigue, increased urination, constipation and kidney stones. Hyperaldosteronism often causes weakness related to low blood potassium levels.
"
"Sedative, Hypnotic or Anxiolytic Drug Use Disorder","Symptoms of dependence on sedative, hypnotic or anxiolytic drugs:
There is no absolute dose or number of pills per day that indicates a person is dependent on sedative, hypnotic or anxiolytic drugs. People with drug dependence eventually develop physical tolerance (the gradual need for greater amounts of the drug to feel the same effects). But addiction implies that the person is also craving the drug's effect or relying on the drug for a reason other than the intended therapeutic uses of the drug.
If the person suddenly stops taking the drug, the body's accustomed internal environment changes drastically, causing symptoms of withdrawal: anxiety, tremors, nightmares, insomnia, poor appetite, rapid pulse, rapid breathing, blood pressure abnormalities, dangerously high fever and seizures. With short-acting medications — pentobarbital (Nembutal), secobarbital (Seconal), alprazolam (Xanax), meprobamate (Miltown, Equanil), methaqualone (Quaalude) — withdrawal symptoms begin 12 to 24 hours after the last dose and peak at 24 to 72 hours. With longer-acting medications — phenobarbital, diazepam (Valium), or chlordiazepoxide (Librium) — withdrawal symptoms begin 24 to 48 hours after the last dose and peak within 5 to 8 days.
As with alcohol, sedative, hypnotic or anxiolytic drugs can cause symptoms during intoxication. These symptoms can include slurred speech, problems with coordination or walking, inattention, and memory difficulties. In extreme cases, the person may lapse into a stupor or coma.
"
Seizure Overview,
Sexually Transmitted Diseases (Overview),
Shigellosis,"Although health experts don't know why, some people take in Shigella bacteria without becoming ill. Others develop only a brief fever, or a brief fever with mild diarrhea that goes away on its own. About 25% of patients, however, develop high fever, abdominal cramping and severe diarrhea that can contain blood, mucus and pus. These people can have 10 to 30 bowel movements each day, along with a persistent urge to have a bowel movement.
Rarely, Shigella bacteria can affect other parts of the body far from the digestive tract. When this happens, there may be a rash, joint pain, confusion and/or kidney failure.
"
Shin Splints,"Shin splints cause muscle pain and tenderness along the inner side of the lower shin. These symptoms tend to affect about 2 to 6 inches of muscle and tendon in the shin area. Pain usually continues after exercise ends, and you may even feel it when you are resting and not putting weight on the affected leg.
"
Shingles (Herpes Zoster),
Shoulder Dislocation,"Symptoms of a dislocated shoulder include:
"
Shoulder Sprain,"If you have a Grade I acromioclavicular sprain, you will have slight swelling and tenderness at the outside tip of your collarbone. You will have mild pain when you move your arm or shrug your shoulder. In more severe acromioclavicular joint sprains, swelling will distort the normal contour of your joint and the area will be very tender. You will feel significant pain when you try to move your arm, or when your doctor or athletic trainer touches the joint while examining it.
Symptoms of sternoclavicular sprains are similar to those of acromioclavicular sprains, except swelling and tenderness are located near the midline of the chest.
"
Sick Sinus Syndrome,"Most of the time, sick sinus syndrome doesn't cause any symptoms. When it does cause symptoms, they are very vague and can be attributed to many other disorders. Therefore, it is very hard to diagnose sick sinus syndrome just on the basis of symptoms.
Symptoms may include:
Over the long term, sick sinus syndrome can increase your risk for stroke and heart failure. Injuries can occur if you fall during a fainting episode.
"
Sickle Cell Anemia,"Symptoms of sickle cell anemia include:
When sickled red cells block blood vessels, the oxygen supply to body cells is obstructed. This causes painful episodes called crises. Painful sickle cell crises can affect many different joints and organs. The back, chest, extremities and abdomen are affected most commonly. The level of pain varies, from trivial to excruciating. The episodes typically last from two to seven days.
In about half the cases, the pain crisis is accompanied by:
These painful episodes can be triggered by many things. Triggers include:
Women are more likely to experience a painful episode during their menstrual period.
But the majority of sickle cell crises have no identifiable cause.
"
Sjogren's Syndrome,
Skin Tags (Acrochordon),"A skin tag at first may appear as a tiny soft bump on the skin. Over time, it grows into a flesh-colored piece of skin attached to the skin surface by a stalk. It's easy to move or wiggle a skin tag back and forth. A skin tag is painless, although it can become irritated if it is rubbed a lot.
If a skin tag is twisted on its stalk, a blood clot can develop within it and the skin tag may become painful.
"
Sleep Apnea,"Symptoms of obstructive sleep apnea include excessive sleepiness during waking hours. Loud snoring is another symptom, and the person's bed partner may be the first to notice this problem. Morning headache and dry mouth can occur. Obesity is common, though not all people with sleep apnea are overweight.
"
Sleepwalking and Sleep Terrors,
Small Cell Lung Cancer,
Smallpox,
Soft Tissue Sarcoma,
Somatic Symptom Disorder,"Symptoms usually occur over many years. The person may be distressed and function poorly at work and at home. Medical evaluation does not explain the symptoms, or the symptoms may exceed what would be expected in any medical illness that is found. Pain is the most common symptom. Symptoms can appear in almost any part of the body.
"
Sore Throat (Pharyngitis),"The main symptom of pharyngitis is a sore throat and pain with swallowing. In infectious pharyngitis, other symptoms vary depending on whether the infection is viral or bacterial (usually strep throat):
Children may have diarrhea.
Some viruses cause painful sores in and around the mouth, including the lips.
Children also can have nausea, vomiting and abdominal pain.
Because symptoms of viral and bacterial pharyngitis can overlap, it may be difficult for the doctor to distinguish between them based on symptoms alone. As a general rule, if you have a prominent cough and nasal symptoms you are more likely to have viral pharyngitis than strep throat.
In addition to viral and bacterial pharyngitis, an infection with fungi (Candidaor ""yeast"") sometimes can cause throat pain, difficulty swallowing and white patches inside the mouth. This throat infection, commonly called thrush, usually affects infants and people with weakened immune systems.
A sore throat that lasts for more than a couple of weeks may be caused by acid reflux from the stomach, breathing through the mouth in a dry environment, postnasal drip or, rarely, a tumor.
"
Spider Veins,"Red or bluish-purple blood vessels appear, usually on the legs or thighs, but sometimes on the face, forearms or hands. Spider veins usually do not cause any symptoms, but rarely may cause a mild dull discomfort or burning sensation.
"
Spina Bifida,
Spinal Cord Trauma,"The symptoms of spinal cord trauma vary and depend on the location and severity of the injury. Complete spinal cord trauma -- an injury that results in a total loss of sensation or the ability to move -- occurs at about the same level as the injury. For example, a person injured in the middle of the neck will lack feeling and be unable to move below the middle of the neck. Almost one-half of all spinal cord injuries are complete. Complete injuries that take place in the upper neck can compromise breathing ability and require the person to use a mechanical ventilator. Injuries to the spinal cord in the neck or upper back may cause abnormalities in blood pressure, sweating and in regulating body temperature. In addition, loss of bladder and bowel control and increased muscle tone in the extremities (spasticity) may accompany spinal cord injury. Some of these symptoms may not be apparent immediately after the injury.
Injuries to a specific side of the spinal cord or its center will produce characteristic patterns of symptoms, such as weakness or paralysis of arms or legs, or one side of the body. In an injured person who is unconscious, the degree of neurological injury may be hard to assess, so doctors must have a high degree of suspicion that a spinal cord injury has taken place and take steps to protect the spinal cord. This usually is done by using a cervical collar to immobilize the neck or by strapping the person to a stiff backboard for transport.
"
Spinal Cord Tumors,"Spinal cord tumors generally develop slowly and worsen over time. They can cause many symptoms depending upon their location. Symptoms arise as the tumor presses on the spinal cord or the nerves that exit it. Tumors also may restrict the flow of blood to the spinal cord. Common symptoms include:
The part of the body affected by the symptoms will vary depending on the tumor's location on the spinal cord. In general, symptoms occur in parts of the body that are at the same level as or lower than the tumor.
"
Sprain (Overview),
Squamous Cell Carcinoma of the Lung,"Early on, squamous cell lung cancer may have no symptoms. If symptoms occur, they may include:
If the cancer has spread beyond the lungs, it can cause other symptoms. For example, you may have bone pain if it has spread to your bones, or headaches and seizures if it has spread to your brain.
Many of these symptoms can be caused by other conditions. See your doctor if you have symptoms so that the problem can be diagnosed and properly treated.
"
Squamous Cell Carcinoma of the Skin,
Stomach Cancer,
Stuttering,
Styes And Chalazions,"A sty or chalazion begins as a tender red lump or bump within the eyelid at the base of the eyelash. It may cause tearing, light sensitivity and the sensation of having something in the eye. Swelling usually involves only a small area of the lid, but in some cases it can lead to irritation and redness of the whole eyelid.
A small, yellowish spot eventually appears in the center of a sty, when the pus collection expands to become visible just beneath the skin or eyelid surface. Pain usually is relieved when the sty ruptures, draining the pus through an opening in the skin, the lid margin or the undersurface of the lid.
A chalazion at first may be red and swollen for a few days, but eventually it changes to a painless, slowly growing, round mass in the lid. The skin around this firm rubbery lump can be moved loosely over the swelling.

"
Subarachnoid Hemorrhage,"The symptoms of a subarachnoid hemorrhage can include:
If you have only a small subarachnoid hemorrhage, you may have several of these symptoms, particularly a severe headache that starts suddenly. However, your symptoms may improve on their own. This can be a critical warning sign, called a sentinel headache. People who have a small subarachnoid hemorrhage may have a second hemorrhage within the next week if they do not get medical treatment.
In the several days that follow a subarachnoid hemorrhage, it is possible to develop more typical symptoms of a stroke, from damage of specific areas of the brain. Examples of these symptoms include:
"
Subdural Hematoma,"Acute subdural hemorrhage usually develops after severe head trauma. Injuries that result in this condition are typically forceful enough to cause a temporary loss of consciousness.
Usually, in the minutes to hours after head injury, the person recovers consciousness. Then, the person gradually loses consciousness again, this time from subdural bleeding.
Other common symptoms of an acute subdural hemorrhage include
Chronic subdural hemorrhages produce more subtle symptoms. These symptoms may continue for more than a month before the diagnosis is recognized.
These symptoms include
The symptoms caused by chronic subdural hemorrhage can mimic other common conditions. For example, they may resemble strokes and brain tumors. Occasionally, the gradual memory loss and personality changes can be mistaken for dementia.
"
Sun Allergy (Photosensitivity),
Sun-Damaged Skin,"Sun-damaged skin shows the following symptoms:
"
Superficial Thrombophlebitis,"Thrombophlebitis causes pain in the area of the clotted vein, together with redness and sometimes swelling in the surrounding skin.
"
Swallowed Object,"If the object gets caught in the esophagus, it can cause:
Objects also can become trapped in the intestine or can tear the intestinal walls. The result can be vomiting, abdominal pain, abnormal bowel sounds and dark stools that contain blood.
"
Swimmer's Ear (Otitis Externa),"Symptoms of swimmer's ear include:
"
Syphilis,
Tachycardia,"Tachycardia can be part of the body's normal response to anxiety, fever, rapid blood loss or strenuous exercise. It also can be caused by medical problems, such as an abnormally high level of thyroid hormones, called hyperthyroidism. In some people, tachycardia is the result of a cardiac arrhythmia (a heart-generated abnormality of heart rate or rhythm). Tachycardia can also be caused by lung problems, such as pneumonia or a blood clot in one of the lung's arteries.
In other cases, tachycardia may be a side effect of caffeinated drinks, alcohol, illegal substances, or medication.
"
Takayasu's Arteritis,"The symptoms of Takayasu's arteritis vary depending on the stage of the illness and the arteries affected. Early symptoms can include fever, fatigue, poor appetite, weight loss, night sweats, joint pain, and chest pain. Later symptoms typically are related to narrowing of the arteries and a decrease in blood flow to certain organs. These later symptoms can include:
"
Tay-Sachs Disease,
Tear Duct Infection (Dacryocystitis),
Telogen Effluvium,
Tendonitis,"In general, tendonitis causes pain in the tissues surrounding a joint, especially after the joint is used too much during play or work. In some cases, the joint may feel weak, and the area may be red, swollen and warm to the touch.
When tendonitis is caused by an infection such as gonorrhea, there may be other symptoms, including rash, fever, or a discharge from the vagina or penis.
Other symptoms vary according to which tendon is affected:
"
Tennis Elbow (Lateral Epicondylitis),"Tennis elbow causes pain, tenderness and sometimes swelling of the elbow and forearm on the affected side. The pain may worsen if the person attempts any activity that stresses the painful tendons, such as lifting heavy objects or even just shaking hands.
"
Tension Headache,"The main symptom of a tension headache is a sense of tightness around the head. This is sometimes described as a ""tight hat-band"" or ""vise"" sensation.
Neck and shoulder muscles are often tense and sore to the touch. The person may have trouble concentrating and difficulty sleeping.
A person can have both migraine and tension-type headaches. And the symptoms of tension-type headaches and migraine headaches can overlap. For example, both types of headaches may be made worse by bright lights or loud noises. In general, migraine headaches tend to be throbbing. Tension-type headaches cause a more constant pain. But the pain of a migraine or tension-type headache can be steady or throbbing or alternate between the two.

"
Testicular Cancer,
Testicular Torsion,
Tetanus,
Throat Cancer (Larynx and Pharynx),
Thrombocytopenia,"People with severe thrombocytopenia may have abnormal bleeding almost anywhere in the body.
Symptoms can include:
"
Thromboembolism (Deep Vein Thrombosis and Pulmonary Embolism),
Thrombotic Stroke,"The symptoms of a thrombotic stroke vary, depending on which area of the brain is affected. That is because different areas of the brain are responsible for different functions. For example, different areas of the brain control movement, sight, speech, balance and coordination.
Symptoms can include:
If any of these symptoms appear suddenly, you may be having a thrombotic stroke or any other kind of stroke. Symptoms, once they begin, can quickly become less prominent, stay the same or gradually get worse over hours or days.
Often, brief episodes of stroke-like symptoms occur before a stroke. A short episode of stroke-like symptoms is called a transient ischemic attack (TIA). Symptoms appear suddenly and then get better over several minutes to a couple hours.  Most TIAs last less than 30 minutes. One or more of these attacks occurs before more than half of all strokes.
"
Thyroid Cancer,
Tick Bites,"Most tick bites do not cause any symptoms. However, the following symptoms can develop as a reaction to tick secretions:
Skin reactions include:
Tick paralysis is relatively rare. Paralysis begins in the feet and legs and gradually works its way to the upper body, arms and head over a period of hours or days. Once the tick is removed, a person with tick paralysis will recover completely. If the tick is not removed, the person can die if the muscles that control breathing are paralyzed.
Symptoms associated with tick-borne infections differ depending on the type of infection. Common symptoms are as follows:

Human monocytic ehrlichiosis– Symptoms ranging from mild to severe can involve many organ systems. Common symptoms include high fever, headache, fatigue, nausea, weight loss and a spotted rash. Patients with weak immune systems can develop a fatal, overwhelming infection. Breathing difficulties and mental changes may also occur.
Anaplasmosis– Symptoms ranging from mild to severe include high fever, headache, a general sick feeling (malaise), achy muscles (myalgia), nausea, vomiting, cough, stiff neck and confusion. Less than 10% of people with this disease will develop a rash.
Colorado tick fever– Flulike symptoms include fever and chills, severe headache, achy muscles (myalgia), stiff neck, light intolerance and, in some cases, a spotted rash.
Babesiosis– Many people will not have any symptoms. Others develop fatigue, fever, drenching sweats, nausea, vomiting, headache, muscle aches, joint aches and jaundice. Patients with suppressed immune systems may develop severe disease.
Tularemia– The symptoms of this disease vary widely. Some people do not have any symptoms, but this disease also can be severe, causing septic shock and death. Common symptoms include fever, chills, headache and a general sick feeling (malaise). Many people also develop a single, red ulcerated lump with a central scab and tender, swollen lymph nodes in the area. A small number of patients develop pneumonia.
Rocky Mountain spotted fever– Symptoms include fever, headache, a spotted rash on wrists and ankles, and a patchy rash on arms and legs. Muscle aches (myalgia), nausea, vomiting and abdominal pain are also common.
"
Tics,
Tinea Versicolor,
Tinnitus,"Tinnitus is a symptom in itself. However, people who have tinnitus also may have the following:
In addition, depending on the cause of tinnitus, there also may be
"
Toenail Fungus (Onychomycosis),"When a toenail develops a fungal infection, it typically turns yellow or brown. It becomes thick and overgrown. Foul-smelling debris also may accumulate under the nail.
As the infection continues, the nail may crumble gradually and fall off.  Or, it may become so thick that the affected toe feels uncomfortable or painful inside shoes.
A less common variety of toenail fungus is called white superficial onychomycosis. The nail turns white rather than yellow or brown. The surface becomes soft, dry, and powdery.
"
Torn Meniscus,"The symptoms of a torn meniscus can include:
"
Torsional Deformity,"Childhood torsional deformities usually are painless. The child usually does not notice the problem, and it typically does not interfere with the child's ability to walk, run, and play normally.
"
Tourette Syndrome,
Toxic Shock Syndrome,
Toxoplasmosis,
Transient Ischemic Attack (TIA),
Traumatic Dislocation of the Hip,"In an accident victim, a traumatic hip dislocation can cause the following symptoms:
"
Traveler's Diarrhea,"Most episodes of traveler's diarrhea occur in the first or second week of the trip. Symptoms vary depending on what organism causes the problem. People have at least three loose stools per day and often a lot more. They also may experience fatigue, decreased appetite, abdominal cramps, nausea, and vomiting. Usually there is no blood in the stool (feces).
"
